,customer_id,mean_reviews_per_week,total_reviews,avg_sim,unique_products,unique_product_parents,mean_start_rating,percentage_of_links,percentage_of_emails,percentage_of_reviews_from_vine,percentage_of_reviews_verified
77,29423006,2.0,2,0.0,2,2,4.0,0.0,0.0,0.0,1.0
78,13171749,1.0,3,0.0383640180878553,3,3,3.6666666666666665,0.67,0.33,0.0,0.0
79,15185261,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,0.5
80,948409,5.0,5,0.0684034808316417,5,5,5.0,0.4,0.0,0.0,0.0
81,40277536,1.0,2,0.064516129032258,2,2,5.0,0.0,0.0,0.0,1.0
82,2371598,3.0,3,0.033358636977058,3,3,5.0,0.33,0.0,0.0,0.0
83,14705881,1.0,2,0.0,2,2,4.5,0.5,0.0,0.0,1.0
84,5519193,1.0,2,0.0604395604395604,2,2,4.5,1.0,0.0,0.0,0.0
85,42002171,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
86,44915265,2.0,2,0.0833333333333333,2,2,4.0,0.0,0.0,0.0,1.0
87,33563110,1.0,2,0.0714285714285714,2,2,5.0,0.0,0.0,0.0,1.0
88,35635435,2.0,2,0.0833333333333333,2,2,5.0,0.0,0.0,0.0,1.0
89,24796781,1.0,2,0.0,2,2,4.5,0.5,0.0,0.0,1.0
90,14606526,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
91,38172416,2.0,2,0.0192307692307692,2,2,5.0,0.5,0.0,0.0,1.0
92,51346302,1.0,7,0.198718426141499,7,7,4.285714285714286,1.0,0.0,0.0,0.0
93,5205487,2.0,2,0.0,2,2,4.5,0.0,0.0,0.0,1.0
94,1167316,2.0,2,0.0144927536231884,2,2,5.0,0.0,0.0,0.0,1.0
95,34037895,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,0.0
96,47747659,1.0,2,0.0050761421319796,2,2,3.5,0.5,0.0,0.0,1.0
97,50064417,1.0,2,0.0135135135135135,2,2,4.0,0.5,0.0,0.0,0.5
98,10462174,1.5,3,0.1018518518518518,3,3,4.0,0.0,0.0,0.0,1.0
99,49336475,2.0,2,0.1025641025641025,2,2,4.0,0.5,0.0,0.0,0.0
100,48563366,2.0,2,0.2105263157894736,2,2,3.0,1.0,0.0,0.0,1.0
101,36917006,1.5,3,0.0277777777777777,3,3,4.666666666666667,0.33,0.0,0.0,1.0
102,47297762,1.0,2,0.1020408163265306,2,2,4.5,0.5,0.0,0.0,1.0
103,49053700,1.0,2,0.0,2,2,3.0,0.0,0.0,0.0,1.0
104,32272603,2.0,2,1.0,2,2,4.5,0.0,0.0,0.0,0.0
105,47093886,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,0.0
106,23943923,1.5,6,0.03922933411904,6,6,3.5,0.0,0.0,0.0,1.0
107,12150648,2.0,2,1.0,2,2,5.0,0.0,0.0,0.0,1.0
108,49709959,1.0,2,0.027027027027027,2,2,3.5,0.0,0.0,0.0,0.5
109,5489314,1.0,3,0.0952380952380952,3,3,1.0,0.0,0.0,0.0,1.0
110,3810209,2.0,2,0.0,2,2,5.0,0.0,0.0,0.0,0.0
111,2369872,1.0,2,1.0,2,2,5.0,0.0,0.0,0.0,1.0
112,44203886,1.0,2,0.0454545454545454,2,2,5.0,0.0,0.0,0.0,1.0
113,51871395,1.0,2,0.0476190476190476,2,2,5.0,0.5,0.0,0.0,1.0
114,44864738,1.0,2,0.0847457627118644,2,2,2.0,0.0,0.0,0.0,1.0
115,52676254,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
116,34633160,1.0,2,0.1226415094339622,2,2,5.0,0.5,0.0,0.0,0.0
117,31650872,1.0,2,0.0174418604651162,2,2,2.5,0.5,0.0,0.0,1.0
118,28954306,1.0,2,0.050632911392405,2,2,4.5,0.5,0.0,0.0,1.0
119,21489268,1.0,2,0.1111111111111111,2,2,2.5,0.0,0.0,0.0,1.0
120,38197141,1.0,2,0.0,2,2,3.0,0.0,0.0,0.0,1.0
121,50586526,1.0,2,0.0197368421052631,2,2,4.5,0.5,0.0,0.0,0.0
122,14308733,2.0,2,1.0,2,2,1.0,0.0,0.0,0.0,0.0
123,24670278,1.0,2,0.021505376344086,2,2,5.0,1.0,0.0,0.0,0.0
124,52906043,1.0,2,0.032258064516129,2,2,2.5,0.5,0.0,0.0,0.5
125,5673282,1.0,2,0.2222222222222222,2,2,4.5,0.0,0.0,0.0,1.0
126,21885631,1.0,2,0.0444444444444444,2,2,2.5,0.0,0.0,0.0,1.0
127,21330911,1.0,2,0.1311053984575835,2,2,4.5,1.0,0.0,0.0,0.0
128,41209259,1.0,2,0.3333333333333333,2,2,4.5,0.0,0.0,0.0,1.0
129,16511,1.0,2,0.0526315789473684,2,2,5.0,0.5,0.0,0.0,0.0
130,18480368,1.0,2,0.4,2,2,2.5,0.0,0.0,0.0,1.0
131,8127133,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
132,4264145,2.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
133,29538141,1.0,2,0.027027027027027,2,2,2.5,0.0,0.0,0.0,0.5
134,10415924,1.0,2,0.0542168674698795,2,2,4.5,0.5,0.0,0.0,1.0
135,11293916,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
136,40397860,1.0,2,0.0,2,2,3.0,0.5,0.0,0.0,1.0
137,47119337,1.0,2,0.0204081632653061,2,2,4.5,0.5,0.0,0.0,1.0
138,14916066,1.0,2,0.0212765957446808,2,2,5.0,0.0,0.0,0.0,0.0
139,25922454,2.0,2,0.25,2,2,1.0,0.0,0.0,0.0,1.0
140,52870270,1.25,5,0.1736892414542647,5,5,4.4,1.0,0.0,0.0,0.0
141,18380819,1.0,2,0.0,2,2,4.0,0.0,0.0,0.0,1.0
142,9472869,1.0,2,0.0,2,2,3.0,0.5,0.0,0.0,0.5
143,26038461,1.0,2,0.0,2,2,3.5,0.0,0.0,0.0,1.0
144,50737746,1.0,2,0.034090909090909,2,2,3.0,1.0,0.0,0.0,1.0
145,42946153,1.0,2,0.0,2,2,4.5,0.0,0.0,0.0,1.0
146,16456983,2.0,2,0.0,2,2,3.5,0.5,0.0,0.0,1.0
147,34450982,2.0,2,1.0,2,2,3.0,1.0,0.0,0.0,0.0
148,30348579,2.0,2,1.0,2,2,5.0,0.0,0.0,0.0,1.0
149,19815239,1.0,2,0.0909090909090909,2,2,5.0,0.0,0.0,0.0,1.0
150,4988828,1.0,2,0.1333333333333333,2,2,1.0,0.0,0.0,0.0,1.0
151,16992719,1.0,2,0.0662251655629139,2,2,4.5,0.0,0.0,0.0,0.5
152,29270910,2.0,2,0.0108695652173913,2,2,5.0,1.0,0.0,0.0,0.0
153,17957446,1.4,7,0.1190981501859108,7,7,4.714285714285714,1.0,0.0,0.0,0.14
154,22765899,1.0,2,0.0,2,2,3.0,0.0,0.0,0.0,0.5
155,34477295,1.0,2,0.0,2,2,3.5,1.0,0.0,0.0,0.5
156,53017806,1.0,6,0.1417371093200575,6,6,5.0,0.67,0.0,0.0,0.0
157,50300922,1.0,2,0.1714285714285714,2,2,5.0,0.0,0.0,0.0,0.0
158,44789666,2.0,2,0.0,2,2,3.0,0.0,0.0,0.0,1.0
159,23364199,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,0.5
160,11500419,1.0,2,0.0111111111111111,2,2,5.0,0.0,0.0,0.0,0.5
161,27290559,1.0,2,0.0387596899224806,2,2,5.0,1.0,0.0,0.0,1.0
162,12989578,1.0,2,0.1282051282051282,2,2,5.0,1.0,0.0,0.0,1.0
163,13333718,2.0,2,0.3181818181818182,2,2,1.0,0.0,0.0,0.0,0.5
164,2468559,1.0,2,0.0,2,2,4.5,0.5,0.0,0.0,1.0
165,18163651,1.0,3,0.0740268648381034,3,3,4.666666666666667,0.67,0.0,0.0,0.67
166,15270451,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,0.5
167,45099581,1.0,2,0.0,2,2,3.5,0.0,0.0,0.0,1.0
168,50014143,1.0,3,0.0754491062251437,3,3,5.0,0.33,0.0,0.0,1.0
169,25852275,1.0,2,0.0341880341880341,2,2,2.5,0.5,0.0,0.0,0.5
170,14096048,1.0,2,0.0204081632653061,2,2,1.0,0.5,0.0,0.0,0.5
171,1304437,2.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
172,36449582,1.0,2,0.0769230769230769,2,2,4.0,0.5,0.0,0.0,1.0
173,29795668,1.0,2,0.1612903225806451,2,2,5.0,0.5,0.0,0.0,0.0
174,39815506,2.0,2,1.0,2,2,5.0,0.0,0.0,0.0,1.0
175,886697,2.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
176,3427192,1.0,2,0.5,2,2,4.0,0.0,0.0,0.0,0.5
177,43856165,1.0,10,0.0784904645369973,10,10,4.2,0.5,0.0,0.0,0.0
178,51205506,1.0,2,0.0294117647058823,2,2,2.5,1.0,0.0,0.0,0.5
179,11577054,1.0,3,0.0123456790123456,3,3,3.0,0.0,0.0,0.0,1.0
180,48848870,1.0,2,0.0,2,2,4.0,1.0,0.0,0.0,0.0
181,14701446,2.0,2,0.1153846153846153,2,2,5.0,1.0,0.0,0.0,0.0
182,51949299,2.5,5,0.5965238528582545,5,5,3.2,0.2,0.0,0.0,0.0
183,33107350,3.0,6,0.4569016326256122,6,6,4.166666666666667,1.0,0.0,0.0,0.0
184,45467152,1.0,2,0.074074074074074,2,2,5.0,0.0,0.0,0.0,1.0
185,40326388,1.0,2,0.0,2,2,4.5,0.5,0.0,0.0,0.5
186,52803739,1.25,5,0.2253334889350215,5,5,4.6,0.0,0.0,0.0,0.8
187,51666042,1.1428571428571428,8,0.069490335903053,8,8,4.625,0.75,0.0,0.0,0.0
188,37526525,1.0,2,0.1127272727272727,2,2,5.0,1.0,0.0,0.0,0.0
189,13119159,2.0,2,1.0,2,2,5.0,0.0,0.0,0.0,1.0
190,22833918,1.0,2,0.0289855072463768,2,2,4.0,1.0,0.0,0.0,1.0
191,17242618,2.0,2,1.0,2,2,5.0,0.0,0.0,0.0,1.0
192,38105349,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
193,15169641,1.0,2,0.0,2,2,4.0,0.0,0.0,0.0,1.0
194,44834233,1.0,7,0.1598532098573448,7,7,4.428571428571429,0.86,0.0,0.0,0.0
195,423847,2.0,2,0.074074074074074,2,2,3.0,0.0,0.0,0.0,0.5
196,22429746,1.0,4,0.1560046796675486,4,4,4.75,1.0,0.0,0.0,0.0
197,53090839,1.1428571428571428,8,0.0970221534867895,8,8,4.5,0.62,0.0,0.0,0.12
198,44510203,1.0,2,0.0697674418604651,2,2,5.0,0.5,0.0,0.0,0.0
199,37818275,2.0,2,1.0,2,2,4.0,0.0,0.0,0.0,1.0
200,11162570,1.0,2,0.0,2,2,2.5,0.0,0.0,0.0,1.0
201,24110864,1.0,3,0.009009009009009,3,3,5.0,0.33,0.0,0.0,0.33
202,3977002,2.0,2,0.0,2,2,3.0,0.0,0.0,0.0,1.0
203,37047002,2.0,2,0.2954545454545454,2,2,1.0,0.0,0.0,0.0,0.0
204,16255502,1.0,2,0.0212765957446808,2,2,4.0,0.5,0.0,0.0,0.5
205,52649941,1.0,2,0.0,2,2,4.0,0.5,0.0,0.0,1.0
206,45728072,1.0,2,0.0135135135135135,2,2,5.0,1.0,0.0,0.0,1.0
207,39989829,1.0,2,0.5,2,2,4.0,0.0,0.0,0.0,1.0
208,39073689,1.0,2,0.1212121212121212,2,2,5.0,0.5,0.0,0.0,1.0
209,12721340,1.0,2,0.0,2,2,2.0,0.0,0.0,0.0,1.0
210,14947410,1.0,2,0.0,2,2,3.5,0.0,0.0,0.0,1.0
211,25242632,1.0,2,0.0229007633587786,2,2,4.0,0.5,0.0,0.0,1.0
212,18585009,1.0,2,0.0,2,2,4.0,0.0,0.0,0.0,0.5
213,47794290,1.0,3,0.0135710849996564,3,3,4.666666666666667,0.33,0.0,0.0,1.0
214,5880861,1.0,2,0.0,2,2,3.5,0.0,0.0,0.0,1.0
215,52073658,1.0,2,0.062111801242236,2,2,5.0,1.0,0.0,0.0,0.5
216,19276501,1.0,3,0.0555555555555555,3,3,2.0,0.0,0.0,0.0,1.0
217,12551110,2.0,2,1.0,2,2,5.0,0.0,0.0,0.0,1.0
218,43553719,2.0,2,1.0,2,2,5.0,0.0,0.0,0.0,1.0
219,49781323,1.0,2,0.024390243902439,2,2,4.0,0.0,0.0,0.0,1.0
220,48229254,2.0,2,0.0526315789473684,2,2,4.0,0.0,0.0,0.0,1.0
221,20551209,1.5,3,0.0832100956324558,3,3,5.0,0.33,0.0,0.0,1.0
222,38985479,1.5,3,0.3623188405797101,3,3,4.333333333333333,0.0,0.0,0.0,1.0
223,33034891,1.25,5,0.0183560753736192,5,5,2.6,0.0,0.0,0.0,0.8
224,16247627,2.0,2,0.5789473684210527,2,2,5.0,1.0,0.0,0.0,0.0
225,19771473,1.0,2,0.0333333333333333,2,2,3.5,0.0,0.0,0.0,1.0
226,51321735,1.3333333333333333,4,0.0447274442358815,4,4,4.5,0.25,0.0,0.0,0.75
227,38940809,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,0.5
228,1854963,2.0,2,1.0,2,2,4.0,0.0,0.0,0.0,1.0
229,41489722,2.0,2,0.0212765957446808,2,2,4.0,0.5,0.0,0.0,1.0
230,19619134,1.0,4,0.0573011696213595,4,4,4.0,1.0,0.0,0.0,0.0
231,46940209,1.0,2,0.0736434108527131,2,2,4.5,1.0,0.0,0.0,0.0
232,16623942,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
233,33157278,1.0,2,0.0567375886524822,2,2,5.0,1.0,0.0,0.0,1.0
234,24676964,2.0,2,0.0,2,2,1.0,0.0,0.0,0.0,1.0
235,312956,2.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
236,52218872,1.0,2,0.0,2,2,5.0,0.5,0.0,0.0,1.0
237,18865131,1.0,2,0.1276150627615062,2,2,3.0,1.0,0.0,0.0,0.0
238,802576,2.0,2,0.0,2,2,1.0,0.0,0.0,0.0,1.0
239,52444629,1.0,2,0.1666666666666666,2,2,5.0,0.0,0.0,0.0,1.0
240,11844814,1.0,2,0.0465116279069767,2,2,1.0,0.0,0.0,0.0,1.0
241,11663842,2.0,2,0.5,2,2,3.5,0.0,0.0,0.0,1.0
242,31472581,1.0,2,0.0227272727272727,2,2,4.5,0.0,0.0,0.0,1.0
243,44704524,2.0,2,0.0235294117647058,2,2,3.5,0.5,0.0,0.0,1.0
244,45070473,1.1428571428571428,8,0.0362769732334567,8,8,5.0,0.5,0.0,0.0,0.12
245,14225180,1.0,3,0.2174318369722553,3,3,5.0,1.0,0.0,0.0,0.0
246,51712970,1.25,5,0.0877735252228457,5,5,4.8,0.8,0.0,0.0,0.0
247,49323709,1.0,2,0.3333333333333333,2,2,5.0,0.0,0.0,0.0,1.0
248,12137721,1.0,2,0.0,2,2,4.0,0.5,0.0,0.0,1.0
249,19041820,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
250,13835323,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,0.0
251,16268008,1.0,2,0.0379746835443038,2,2,2.0,1.0,0.0,0.0,1.0
252,52228204,1.0,4,0.0809793597529446,4,4,4.75,1.0,0.0,0.0,0.25
253,31549851,1.0,2,0.0333333333333333,2,2,1.0,0.0,0.0,0.0,1.0
254,50148685,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
255,16370859,1.0,2,0.054054054054054,2,2,4.5,0.0,0.0,0.0,1.0
256,47618784,1.0,5,0.0628074784209645,5,5,3.6,0.8,0.0,0.0,0.0
257,46711885,1.6666666666666667,5,0.0141093474426807,5,5,4.0,0.2,0.2,0.0,1.0
258,6179499,2.0,2,0.0769230769230769,2,2,5.0,0.0,0.0,0.0,1.0
259,25017512,1.0,2,1.0,2,2,5.0,0.0,0.0,0.0,1.0
260,23005516,1.0,2,0.0434782608695652,2,2,3.0,0.5,0.0,0.0,0.5
261,51845140,1.0,2,0.0,2,2,4.5,0.0,0.0,0.0,1.0
262,46361779,1.0,2,0.0277777777777777,2,2,5.0,0.5,0.0,0.0,1.0
263,19958148,2.0,2,0.2857142857142857,2,2,5.0,0.0,0.0,0.0,1.0
264,8852855,1.0,2,0.0769230769230769,2,2,1.0,0.0,0.0,0.0,0.5
265,25440269,1.0,2,0.2,2,2,5.0,0.0,0.0,0.0,1.0
266,11909523,1.0,2,0.0909090909090909,2,2,1.5,0.0,0.0,0.0,1.0
267,50342463,2.0,2,0.0,2,2,3.0,0.0,0.0,0.0,1.0
268,23945347,1.0,2,0.0151006711409395,2,2,3.0,0.5,0.0,0.0,1.0
269,25225546,2.0,2,0.0,2,2,1.0,0.0,0.0,0.0,1.0
270,19560514,2.0,2,1.0,2,2,1.0,0.0,0.0,0.0,1.0
271,27584538,1.0,2,0.0952380952380952,2,2,5.0,0.0,0.0,0.0,1.0
272,26571835,1.0,2,0.0188679245283018,2,2,1.5,0.0,0.0,0.0,0.5
273,12532955,1.0,2,0.0568181818181818,2,2,1.0,0.5,0.0,0.0,1.0
274,47871827,1.0,2,0.034090909090909,2,2,4.0,0.0,0.0,0.0,1.0
275,44755364,1.0,2,0.0289855072463768,2,2,3.0,0.0,0.0,0.0,1.0
276,52458160,1.0,2,0.0454545454545454,2,2,4.0,0.5,0.0,0.0,1.0
277,45541100,1.0,3,0.055183899920742,3,3,4.666666666666667,0.33,0.0,0.0,0.0
278,50400461,1.0,2,0.0568181818181818,2,2,4.0,1.0,0.0,0.0,1.0
279,10569837,1.0,2,0.0,2,2,5.0,0.5,0.0,0.0,1.0
280,32900509,1.0,3,0.054961581842506,3,3,4.666666666666667,1.0,0.0,0.0,0.0
281,28720442,1.0,2,0.0260416666666666,2,2,3.5,0.5,0.0,0.0,1.0
282,41285212,1.0,2,0.0,2,2,4.0,0.0,0.0,0.0,1.0
283,23148102,2.0,2,0.0,2,2,4.0,0.5,0.0,0.0,1.0
284,14486695,1.0,2,0.025,2,2,5.0,0.0,0.0,0.0,1.0
285,39935919,2.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
286,41770523,2.0,2,1.0,2,2,4.5,0.0,0.0,0.0,1.0
287,51812418,1.0,2,0.0208333333333333,2,2,4.5,0.5,0.0,0.0,0.0
288,28171447,3.0,3,0.3888888888888889,3,3,5.0,0.0,0.0,0.0,1.0
289,50101547,1.0,2,0.0,2,2,2.5,0.5,0.0,0.0,1.0
290,38205349,1.0,2,0.0,2,2,3.0,0.0,0.0,0.0,1.0
291,13583696,2.0,2,0.0,2,2,3.5,0.0,0.0,0.0,1.0
292,7394955,1.75,7,0.0376095724322222,7,7,4.571428571428571,0.43,0.0,0.0,0.57
293,21080899,2.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
294,38781745,1.0,5,0.0798233498917124,5,5,2.8,0.0,0.0,0.0,1.0
295,11602280,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
296,1904505,2.0,2,0.1428571428571428,2,2,4.0,0.0,0.0,0.0,1.0
297,28171883,2.0,6,0.1613160104602361,6,6,5.0,0.33,0.0,0.0,0.0
298,19728459,1.0,2,0.1111111111111111,2,2,4.5,0.5,0.0,0.0,1.0
299,48758922,1.0,2,0.1052631578947368,2,2,3.0,0.0,0.0,0.0,1.0
300,20682742,1.0,2,0.0975609756097561,2,2,5.0,0.0,0.0,0.0,1.0
301,46502470,1.5,3,0.0,3,3,5.0,0.33,0.0,0.0,1.0
302,12327058,1.0,2,0.027027027027027,2,2,1.0,1.0,0.0,0.0,1.0
303,46953315,1.0,2,0.0931174089068826,2,2,4.0,1.0,0.0,0.0,0.0
304,28615845,1.0,2,0.0,2,2,1.5,0.0,0.0,0.0,1.0
305,22518309,1.0,2,0.0,2,2,5.0,0.0,0.0,0.0,1.0
306,24890346,1.5,3,0.1111111111111111,3,2,2.3333333333333335,0.0,0.0,0.0,1.0
307,30208273,1.0,2,0.0,2,2,4.0,0.0,0.0,0.0,1.0
308,49494367,1.0,2,0.0303030303030303,2,2,3.0,0.5,0.0,0.0,0.5
309,31481426,6.0,6,0.6681547619047619,6,6,5.0,0.0,0.0,0.0,0.0
310,10009912,1.0,2,0.1071428571428571,2,2,5.0,0.5,0.0,0.0,0.0
311,43748492,1.0,4,0.0908849318522951,4,4,4.5,0.5,0.0,0.0,0.0
312,34724171,1.0,2,0.064516129032258,2,2,3.5,0.0,0.0,0.0,0.5
313,6322918,1.5,3,0.0,3,3,4.333333333333333,0.0,0.0,0.0,1.0
314,46425193,1.0,2,0.0,2,2,3.0,0.0,0.0,0.0,1.0
315,19880661,1.0,3,0.0222222222222222,3,3,3.0,0.0,0.0,0.0,1.0
316,3564145,2.0,2,0.0,2,2,5.0,0.0,0.0,0.0,0.0
317,34212141,1.0,2,0.0066666666666666,2,2,5.0,0.5,0.0,0.0,1.0
